Numero_BP;Departamento;Municipio;Vereda;Predio;Organizacion;Id_Distrito;Nombre_Distrito;Escala_Distrito;Tipo_Distrito;Distrito_Operativo;Area_Bruta_HA;Area_Neta_Inicial_HA;Familias;Principales_Cultivos;Condición_Juridica;Propiedad_Distrito;Estado_Propiedad;Recursos_Construccion;Administrador_Distrito;Nombre_Fuente_Hidrica;Subzona_Hidrica;Corporacion_Autonoma_Regional;Concesión_Aguas;Numer_Consecion;Caudal_Consecion;Fecha_Consecion;Vigencia_Consecion;Observaciones
444;NARIÑO;BUESACO;ROSAL DEL MONTE, EL SOCORRO, MONSERRATE, EL MANZANO, TACASCO;;ASOROSAL DEL MONTE;444;ROSAL DEL MONTE;Pequeña;Riego;1;30;30;28;Pastos, Maíz, Fríjol, Papa, Arveja, Cebolla, Frutales, Tomate de Árbol, Lulo;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Piedra Blanca Según SC Quebrada Peña Blanca;Rio Juananbu;CORPONARIÑO;1;;;;;
445;NARIÑO;BUESACO;TONGOSOY;;ASOTONGOSOY;445;TONGOSOY;Pequeña;Riego;1;73;73;53;Fríjol, Maíz, Tomate, Pastos, Café;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Meneses;Rio Juananbu;CORPONARIÑO;1;;;;;
446;NARIÑO;CHACHAGUI;PASISARA, GUAYABILLOS, SIMARRONES;;ASOGUAYABILLOS;446;GUAYABILLOS;Pequeña;Riego;0;113;113;88;Café, Fríjol, Frutales, Maíz;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Río Salado;Rio Juananbu;CORPONARIÑO;1;;;;;
447;NARIÑO;COLON;SAN MATEO, LAS LAJAS, BUESACO;;ASOSANMATEO;447;SAN MATEO;Pequeña;Riego;1;60;60;45;Maní, Café, Maíz, Fríjol, Tomate, Lulo, Banano, Limón;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada San Mateo;Rio Mayo;CORPONARIÑO;1;;;;;
448;NARIÑO;CONSACA;BOMBONA;;ASOBOMBONA;448;BOMBONA;Pequeña;Riego;1;43;43;43;Caña, Maíz, Fríjol, Café, Hortalizas;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Azufral, Quebrada La Leonera;Rio Guaitara;CORPONARIÑO;1;;;;;
449;NARIÑO;CONSACA;;;ASO - SAN MIGUEL DE CARIACO BAJO;449;CARIACO BAJO;Pequeña;Riego;1;120;120;132;Tomate, Café;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Rio Guaitara;CORPONARIÑO;1;;;;;
450;NARIÑO;CONSACA;TEJAR;;EL TEJAR;450;EL TEJAR;Pequeña;Riego;1;17;17;39;Tomate, Maíz, Fríjol, Café, Frutales;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada El Cucho, Cula;Rio Guaitara;CORPONARIÑO;1;;;;;
451;NARIÑO;CONSACA;ROSARIO BAJO;;ASOROSARIO BAJO;451;ROSARIO BAJO;Pequeña;Riego;1;43;43;36;Café, Maíz, Caña, Fríjol, Cebada, Alverja, Hortalizas;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Churupamba;Rio Guaitara;CORPONARIÑO;0;;;;;
452;NARIÑO;CONSACA;SAN RAFAEL, LA VEGA;;ASOSAN RAFAEL;452;SAN RAFAEL;Pequeña;Riego;1;23;23;32;Fríjol, Maíz, Tomate, Café, Pastos, Frutales;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Zaragoza;Rio Guaitara;CORPONARIÑO;0;;;;;
453;NARIÑO;CONSACA;SANTA INÉS, JOSEPE;;ASOSANTA INÉS;453;SANTA INÉS;Pequeña;Riego;1;28;28;41;Tomate, Café, Fríjol, Maíz, Hortalizas, Frutales, Plátano;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Curiaco, Quebrada Cascada y Josepe;Rio Guaitara;CORPONARIÑO;0;;;;;
454;NARIÑO;CONSACA;;;ASO - CASUGUAI;454;CASUGUAI;Pequeña;Riego;1;76;76;78;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
455;NARIÑO;CONTADERO;SAN FRANCISCO;;ASO - SAN FRANCISCO;455;SAN FRANCISCO;Pequeña;Riego;1;65;65;92;Zanahoria, Papa, Fríjol, Alverja, Hortalizas, Tomate, Maíz;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Cutipaz, El Molino;Rio Guaitara;CORPONARIÑO;1;;;;;
456;NARIÑO;CUASPUD;;;ASOSANFRANCISCO;456;SAN FRANCISCO;Pequeña;Riego;1;200;200;220;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
457;NARIÑO;CUMBAL;CUETIAL;;EL SAUCE;457;EL SAUCE;Pequeña;Riego;1;20;20;6;Papa, Ganadería;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada La Montañuela;Rio Guaitara;CORPONARIÑO;1;;;;;
458;NARIÑO;CUMBAL;;;ASO-GUAMIALAMAG;458;GUAMIALAMAG;Pequeña;Riego;0;97;97;47;;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;;Rio Guaitara;CORPONARIÑO;0;;;;;
459;NARIÑO;CUMBAL;GUAPASCAL ALTO;;ASO-GUAN CARRETERA;459;GUAN- CARRETERA;Pequeña;Riego;1;112;112;180;Pastos, Papa;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada Paganta;Rio Guaitara;CORPONARIÑO;1;;;;;
460;NARIÑO;CUMBAL;GUAN, TASMAG, QUILISMAL, CUETIAL;;ASOGUAN- TASMAG;460;GUAN- TASMAG;Pequeña;Riego;1;222;222;309;Papa, Haba, Cebolla Larga, Papa, Hortalizas, Pastos, Ganadería, Fríjol, Maíz, Tomate;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Cauce Según SC Río Sauce;Rio Guaitara;CORPONARIÑO;1;;;;;
461;NARIÑO;CUMBAL;SAN FERNANDO;;ASOSAN FERNANDO;461;SAN FERNANDO;Pequeña;Riego;1;126;126;94;Haba, Papa, Maíz;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Nazareth;Rio Guaitara;CORPONARIÑO;1;;;;;
462;NARIÑO;CUMBAL;;;ASO - FABRICA;462;LA FABRICA;Pequeña;Riego;1;150;150;144;;Privado ;Asociación ;Propio;AIS - DRE 2011;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
463;NARIÑO;EL PEÑOL;BANAO, EL RINCÓN, CHARGUAYACO, PANDANGO, GUAYABAL, LA TOMA, GUAYABILLO;;ASOGUBARIN;463;GUAYABILLO BANAO;Pequeña;Riego;1;351;351;306;Pimentón, Pepino, Habichuela, Guayaba, Maracuyá, Papaya;Privado ;Asociación ;Propio;AIS 2009;Asociación de Usuarios;Quebrada Pocaurco, El salado - Municipio El Tambo;Rio Juananbu;CORPONARIÑO;1;;;;;
464;NARIÑO;EL PEÑOL;SAN FRANCISCO, GUAMBANGA, PINDOPAMBA;;ASOFRANCISCO;464;SAN FRANCISCO;Pequeña;Riego;1;250;250;194;Maní, Café, Papaya, Plátano;Público ;ADR;Legalizado;Públicos ;ADR;Quebrada Pocaurco, El salado;Rio Juananbu;CORPONARIÑO;1;;;;;
465;NARIÑO;EL ROSARIO;MARTÍN PÉREZ;;ASOMARTÍN PÉREZ;465;MARTÍN PÉREZ;Pequeña;Riego;1;21;21;20;Maní, Yuca, Fríjol, Pastos, Plátano, Frutales, Limón;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Martín Pérez;Rio Patia Alto;CORPONARIÑO;0;;;;;
466;NARIÑO;EL ROSARIO;EL SALADO;;EL PARAISO;466;SALADO CENTRO;Pequeña;Riego;1;53;53;51;Café, Fríjol, Maíz, Mora, Lulo;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Salado;Rio Patia Alto;CORPONARIÑO;0;;;;;
467;NARIÑO;EL ROSARIO;VALLE DE CUMBITARA;;ASO VALLE DE CUMBITARA;467;VALLE CUMBITARA;Pequeña;Riego;1;58;58;35;Papaya, Maní, Cebolla Cabezona, Limón, Naranja, Mandarina, Mango, Maíz, Ahuyama, Sandia, Frutales;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Santa Isabel;Rio Patia Alto;CORPONARIÑO;0;;;;;
468;NARIÑO;EL ROSARIO ;;;ASO - RIOGRANDE;468;RIO GRANDE;Pequeña;Riego;1;97;97;100;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
469;NARIÑO;EL TABLÓN DE GÓMEZ;LA CUEVA;;ASOLACUEVA;469;LA CUEVA;Pequeña;Riego;1;54;54;33;Fique, Maíz, Maní;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Chuzalongo;Rio Juananbu;CORPONARIÑO;1;;;;;
470;NARIÑO;EL TAMBO;GUAYABAL, LAS COCHAS, LA TOMA, HUMERO, CAJABAMBA;;EL PEÑOL;470;EL PEÑOL;Pequeña;Riego;1;133;133;133;Maracuyá, Maíz, Fríjol, Plátano, Café, Banano, Yuca, Guayaba, Papaya;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada Molinoyaco;Rio Guaitara;CORPONARIÑO;1;;;;;
471;NARIÑO;EL TAMBO;LLANOS DE MANCHABAJOY;;ASOMANCHABAJOY;471;LLANOS DE MANCHABAJOY;Pequeña;Riego;1;205;205;107;Fríjol, Maíz, Limón Papaya, Pimentón, Ají, Café, Maracuyá;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Río Curiaco Según SC Quebrada El Chupadero;Rio Juananbu;CORPONARIÑO;1;;;;;
472;NARIÑO;EL TAMBO;;;ASOSANFRANCISCO;472;SAN FRANCISCO;Pequeña;Riego;1;250;250;194;;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Rio Guaitara;CORPONARIÑO;1;;;;;
473;NARIÑO;EL TAMBO;;;ASODISAN;473;ASODISAN;Pequeña;Riego;1;280;280;208;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
474;NARIÑO;FUNES;GUAPUSCAL ALTO;;ASOGUAPUSCAL ALTO - HUMEADORA;474;GUAPUSCAL ALTO- HUMEADORA;Pequeña;Riego;1;119;119;101;Fríjol, Arveja, Cebolla, Tomate, Lulo, Mora, Trigo, Cebada, Maíz, Coliflor, Café, Tomate de Árbol, Pastos;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada la Humeadora;Rio Guaitara;CORPONARIÑO;1;;;;;
475;NARIÑO;FUNES;GUAPUSCAL ALTO;;ASOGUAPUSCAL ALTO - CURIACO;475;GUAPUSCAL ALTO-  CURIACO;Pequeña;Riego;0;365;365;268;Fríjol, Arveja, Maíz, Lulo, Tomate de Árbol, Mora, Hortalizas, Tomate, Café, Trigo, Cebada, Pastos;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Curiaco;Rio Guaitara;CORPONARIÑO;1;;;;;
476;NARIÑO;FUNES;CHITARRÁN, LA MESA;;ASOCHITARRAN;476;CHITARRÁN;Pequeña;Riego;1;200;200;214;Fríjol, Arveja, Tomate, Mora, Caña, Maíz, Tomate de Árbol, Cebolla Cabezona;Público ;ADR;Legalizado;Públicos ;ADR;Río Angasmayo;Rio Guaitara;CORPONARIÑO;1;;;;;
477;NARIÑO;FUNES;EL SALADO, LA VEGA;;ASOELSALADO LA VICTORIA;477;EL SALADO;Pequeña;Riego;1;42;42;33;Fríjol, Cebolla Cabezona, Arveja, Café, Maíz, Tomate;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Río Téllez;Alto Rio Putumayo;CORPONARIÑO;0;;;;;
478;NARIÑO;FUNES;TOTORAL;;ASO-SAN FRANCISCO;478;SAN FRANCISCO;Pequeña;Riego;1;184;184;254;Zanahoria, Papa, Maíz, Cebolla, Alverja, Tomate;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada San Francisco, Quebrada Ahumada;Rio Guaitara;CORPONARIÑO;1;;;;;
479;NARIÑO;GUACHUCAL;RESGUARDO INDÍGENA, SECTORES CASCAJAL, SAN RAFAEL, COMÚN DE JUNTAS;;ASOCASCAJAL;479;CASCAJAL, SAN RAFAEL, COMÚN DE JUNTAS;Pequeña;Riego;1;180;180;365;Pastos;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada Chimangual;Rio Guaitara;CORPONARIÑO;1;;;;;
480;NARIÑO;GUACHUCAL;RESGUARDO INDÍGENA DE GUACHUCAL, SECTOR INDAN;;INDAN;480;INDAN;Pequeña;Riego;1;210;210;210;;Privado ;Asociación ;Propio;AIS 2009;Asociación de Usuarios;;Rio Guaitara;CORPONARIÑO;0;;;;;
481;NARIÑO;GUAITARILLA;ALEX SAN ALEJANDRO;;ASO-ALEX SAN ALEJANDRO;481;ALEX-SAN ALEJANDRO;Pequeña;Riego;1;200;200;196;Tomate, Maíz, Fresa, Caña, Café, Pastos, Fríjol, Alverja, Mora, Granadilla;Público ;ADR;Legalizado;Públicos ;ADR;Quebrada El Chifle Según SC Quebrada Los Surrones;Rio Guaitara;CORPONARIÑO;1;;;;;
482;NARIÑO;GUAITARILLA;SAN FRANCISCO, SAN GERMAN BAJO ;;ASORFRANGER;482;SAN FRANCISCO, SAN GERMAN BAJO ;Pequeña;Riego;0;63;63;63;Quinua, Maíz, Frijol;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;Quebrada San Francisco;Rio Guaitara;CORPONARIÑO;1;;;;;
483;NARIÑO;GUAITARILLA;SAN NICOLÁS Y LA VICTORIA;;ASORNICOLVI;483;SAN NICOLÁS - LA VICTORIA;Pequeña;Riego;1;107;107;110;;Privado ;Asociación ;Propio;AIS 2009;Asociación de Usuarios;;Rio Guaitara;CORPONARIÑO;0;;;;;
484;NARIÑO;GUALMATAN;SAN ANTONIO, PARTE INSPECCIÓN DE CUATIZ, LA COFRADÍA;;LA COFRADIA;484;LA COFRADÍA;Pequeña;Riego;1;95;95;94;Zanahoria, Alverja, Papa, Lechuga, Brócoli, Coliflor, Hortalizas ,Brócoli, Coliflor, Lechuga, entre otros,, Haba, Tomate, Fresa;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Imbula, Cuatiz;Rio Guaitara;CORPONARIÑO;1;;;;;
485;NARIÑO;ILES;SAN JAVIER;;ASO - SAN FRANCISCO;485;SAN FRANCISCO DE ILES;Pequeña;Riego;1;30;30;30;Papa, Maíz, Arveja, Trigo, Cebada, Pastos, Cebolla Junca;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada El Carmen;Rio Guaitara;CORPONARIÑO;1;;;;;
486;NARIÑO;ILES;EL ROSARIO ;;ASOSANJAVIER;486;SAN JAVIER DE ILES;Pequeña;Riego;1;71;71;71;Papa, Maíz, Arveja, Cebolla, Fríjol, Hortalizas, Pastos, Trigo;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada El Guingual;Rio Guaitara;CORPONARIÑO;1;;;;;
487;NARIÑO;ILES;;;ASOGUINGAL;487;GUINGAL;Pequeña;Riego;1;103;103;115;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
488;NARIÑO;IMUES;SANTA ROSA;;ASOSANTAROSA;488;SANTA ROSA BAJA;Pequeña;Riego;1;24;24;22;Tomate, Fríjol, Maíz;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Chiquita;Rio Guaitara;CORPONARIÑO;0;;;;;
489;NARIÑO;IPIALES;CHILLANQUER, CHAGUAIPE, SOLEDAD, YANALA, GUITANGAL, CHAIR;;ASOCHAGUAIPE;489;CHAGUAIPE;Pequeña;Riego;1;326;326;410;Cebada, Maíz, Alverja, Hortalizas, Frutales, Legumbres, Papa, Maní, Café, Fríjol;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Loma del Medio Según SC Quebradas La Legiosa y La Zarza;Rio Guaitara;CORPONARIÑO;1;;;;;
490;NARIÑO;IPIALES;BOQUERÓN, LOMA DE SURAS, CORREGIMIENTO DE SAN JUAN;;ASO - SAN JUAN;490;SAN JUAN;Pequeña;Riego;1;46;46;113;Papa, Maíz, Arveja, Mora, Tomate, Fríjol, Tomate de Árbol, Pastos, Hortalizas;Público ;ADR;Legalizado;Públicos ;ADR;Quebrada Puente de Quatis;Rio Guaitara;CORPONARIÑO;1;;;;;
491;NARIÑO;LA FLORIDA;;;ASOSANTANA;491;SANTANA;Pequeña;Riego;1;94;94;94;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
492;NARIÑO;LA UNIÓN;LOS OLIVOS;;ASO-LOS OLIVOS;492;LOS OLIVOS;Pequeña;Riego;1;108;108;92;Limón, Mango, Maracuyá, Naranja, Maní, Cítricos;Público ;Por definir;Sin transferir;Públicos ;Asociación de Usuarios;Quebrada Santa Ana;Rio Mayo;CORPONARIÑO;1;;;;;
493;NARIÑO;LA UNIÓN;;;ASO - QUIROZ;493;QUIROZ;Pequeña;Riego;1;268;268;263;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
494;NARIÑO;LEIVA;SANTA LUCÍA;;EL LIMONAR;494;LIMONAR;Pequeña;Riego;1;70;70;35;Maní, Maíz, Caña, Yuca, Sandía, Frutales;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada El Zorro;Rio Patia Alto;CORPONARIÑO;0;;;;;
495;NARIÑO;LINARES;LAGUNA DEL PUEBLO, GUAITARA, NACHAO;;ASO-LAGUNA DEL GUAITARA;495;LAGUNA DEL GUAITARA;Pequeña;Riego;1;89;89;89;Maíz, Maní, Fríjol, Caña, Café, Frutales, Maracuyá, Piña;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada El Potrero Según SC Quebrada La Mina;Rio Guaitara;CORPONARIÑO;1;;;;;
496;NARIÑO;LINARES;EL POROTO;;ASOPOROTO;496;POROTO;Pequeña;Riego;1;28;28;28;Caña, Café, Frutales, Fríjol;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada La Chorrera;Rio Guaitara;CORPONARIÑO;0;;;;;
497;NARIÑO;LOS ANDES;;;ASOPANGUS;497;PANGUS;Pequeña;Riego;1;234;234;150;;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;;Rio Telembi;CORPONARIÑO;1;;;;;
498;NARIÑO;LOS ANDES;;;ASOPISCOYACO;498;PISCOYACO;Pequeña;Riego;1;351;351;351;;Privado ;Asociación ;Propio;AIS - DRE 2011;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
499;NARIÑO;OSPINA;NARIÑO;;ASONARIÑO;499;NARIÑO;Pequeña;Riego;1;51;51;56;Fríjol, Cebada, Alverja, Papa, Pastos;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Cunchilla;Rio Guaitara;CORPONARIÑO;0;;;;;
500;NARIÑO;POLICARPA;EL EJIDO, PIEDRA VERDE;;EL EJIDO;500;EL EJIDO;Pequeña;Riego;1;56;56;28;Maíz, Maní, Fríjol, Yuca, Frutales, Cacao, Maracuyá;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Playa Grande, La Paloma;Rio Patia Medio;CORPONARIÑO;0;;;;;
501;NARIÑO;POLICARPA;LA VEGA;;ASOLAVEGA;501;LA VEGA;Pequeña;Riego;1;32;32;18;Fríjol, Maní, Maíz, Plátano;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada La Tola;Rio Patia Medio;CORPONARIÑO;0;;;;;
502;NARIÑO;POLICARPA;;;ASOAGROCER;502;AGROCER;Pequeña;Riego;1;120;120;134;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
503;NARIÑO;POTOSÍ;CUASPUD CUATRO ESQUINAS;;ASO CUATRO ESQUINAS;503; CUASPUD CUATRO ESQUINAS;Pequeña;Riego;1;118;118;152;Papa, Arveja, Cuyicultura, Hortalizas;Privado ;Asociación ;Propio;AIS - DRE 2011;Asociación de Usuarios;Quebrada El Viente o Los Alisos;Rio Chingual;CORPONARIÑO;1;;;;;
504;NARIÑO;POTOSÍ;LA FLORESTA;;ASO-BRISAS DEL CAMPO;504;BRISAS DEL CAMPO;Pequeña;Riego;1;34.5;34.5;46;Verduras, Papa, Cebolla, Arveja, Hortalizas;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada Amarilla;Alto Rio Putumayo;CORPONARIÑO;1;;;;;
505;NARIÑO;POTOSÍ;LOMA DEL MEDIO, MAGDALENA, CARRIZAL;;ASO-LOMA DEL MEDIO;505;LOMA DEL MEDIO;Pequeña;Riego;1;139;139;109;Cebolla Junca, Zanahoria, Papa, Coliflor, Tomate, Papa, Arveja, Pastos;Público ;ADR;Legalizado;Públicos ;ADR;Quebrada Yamuesquer Quebrada La Leguiosa Según SC Río La Zarza;Rio Guaitara;CORPONARIÑO;0;;;;;
506;NARIÑO;POTOSÍ;GUARACAL, LAURELES YESMERO, LOURDES, DIESMERO;;ASOPOTOSI;506;POTOSÍ;Pequeña;Riego;1;98;98;147;Cebolla Junca, Zanahoria, Papa, Cebolla, Fríjol, Arveja, Maíz, Cilantro, Habichuela, Tomate, Maní, Caña, Hortalizas;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Yamuesquer;Alto Rio Putumayo;CORPONARIÑO;1;;;;;
507;NARIÑO;POTOSÍ;SAN PEDRO, SANTA ROSA, SANANTONIO;;SANTA ROSA;507;SAN PEDRO-SANTA ROSA;Pequeña;Riego;1;180;180;156;Papa, Cebolla Junca, Maíz, Fríjol, Maní, Alverja, Hortalizas;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada La Magdalena;Rio Guaitara;CORPONARIÑO;0;;;;;
508;NARIÑO;POTOSÍ;SINAÍ - PURBUNTUD;;ASO-SINAI;508;SINAÍ;Pequeña;Riego;1;151;151;127;Arveja, Papa, Cebolla, Maíz, Pastos;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada la Legiosa;Alto Rio Putumayo;CORPONARIÑO;1;;;;;
509;NARIÑO;POTOSÍ;;;ASOYAMUESQUER;509;YAMUESQUER;Pequeña;Riego;1;72;72;72;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
510;NARIÑO;POTOSÍ;;;ASOFUTURO ;510;FUTURO;Pequeña;Riego;1;84;84;135;;Público ;Por definir;Sin transferir;Públicos ;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
511;NARIÑO;PUERRES;;;ANGASMAYO ZONA SUR;511;ANGASMAYO;Pequeña;Riego;1;299;299;240;;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;;Alto Rio Putumayo;CORPONARIÑO;1;;;;;
512;NARIÑO;PUERRES;EL LLANO, LA HACIENDA, CABECERA MUNICIPAL PUERRAS, TESCUAL ALTO;;INTIYACO;512;INTIYACO;Pequeña;Riego;1;150;150;124;Zanahoria, Papa, Maíz, Alverja, Hortalizas, Fríjol, Pastos, Tomate de Árbol;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Tescual, Río Angasmayo;Rio Guaitara;CORPONARIÑO;1;;;;;
513;NARIÑO;PUERRES;TESCUAL BAJO;;ASO TESCUAL BAJO;513;TESCUAL BAJO;Pequeña;Riego;1;100;100;66;Maíz, Fríjol, Papa, Maní, Fique, Pastos, Alverja;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Angasmayo;Rio Guaitara;CORPONARIÑO;0;;;;;
514;NARIÑO;PUPIALES;;;ASO - CAMPO VERDE;514;CAMPOVERDE;Pequeña;Riego;1;190;190;189;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPONARIÑO;;;;;;
515;NARIÑO;SAN JOSÉ DE ALBÁN;EL SOCORRO, SAN BOSCO, LA PRIMAVERA, GURANDAL, BUENA VISTA, SAN LUIS, CEBADERO, VIÑA, TAMBO BAJO, EL CARMELO, FÁTIMA;;ASO - SAN JOSE DE ALBAN;515;ALBÁN;Pequeña;Riego;0;380;380;379;Café, Caña, Plátano, Maíz, Fríjol;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;Quebrada La Rucia Según SC Quebrada Chorrillo;Rio Juananbu;CORPONARIÑO;1;;;;;
516;NARIÑO;SAN LORENZO;LA VEGA;;ASO DALMACIA VEGAS (ANTES LAS VEGAS);516;DALMACIA DE VEGAS;Pequeña;Riego;1;144;144;144;Fríjol, Maíz, Maní, Limón Tahití, Papaya, Maní, Maracuyá;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Santa Ana Según SC Quebradas El Molino, El Brinco;Rio Juananbu;CORPONARIÑO;1;;;;;
517;NARIÑO;SAN LORENZO;YUNGA;;ASOCIACIÓN YUNGA;517;YUNGA;Pequeña;Riego;1;60;60;22;Fríjol, Maíz, Yuca, Maní, Tomate;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Santa Lucía;Rio Mayo;CORPONARIÑO;0;;;;;
